,Reviews,Sentiment
547,"<div class=""text show-more__control"">Since all the things there is to say about this film has allready been said, I'm not gonna say anything about it.<br/><br/>Except: If you have not seen this masterpiece by James Cameron, what are you waiting for!!?? Go out there, and rent it...or buy it...! This is a movie not to be missed; Spectacular, world-class effects; excellent acting; magnificent story; wonderful photography, superb music alive with tense atmosphere. It's Cameron's best movie ever. If that doesn't mean anything to you, you've missed out on some very good movies...But, like said, this is the best one! And this is one movie you don't wanna miss!</div>",Positive
548,"<div class=""text show-more__control"">We just saw the movie now and after two years of hype I was ready for disappointment. But I wasn't a bit. I was spellbound from start to finish. When Jack and Rose hit the water I took a deep breath. We've actually watched it through twice in the same week. That never happens. Titanic was well done in every aspect: acting, music, effects, realism. We never noticed a model or a computer-enhancement (not that we looked too hard) while we were wrapped up in this story. Even though I knew how it ended I couldn't wait to see what happens next.</div>",Positive
549,"<div class=""text show-more__control"">Titanic is truly an epic motion picture and in my opinion one of the best films of all time.  The movie has a deep and powerful center to it that cannot be accurately described in words.  All I can say, is that I felt like it was more like an experience than just a movie.  You almost felt as if you were on the Titanic.  Everything about the movie is awesome from the soundtrack to the special effects.  James Cameron is a great director and I would like to thank him for making such an amazing film.</div>",Positive
550,"<div class=""text show-more__control"">I think James Cameron's Titanic is the best movie ever made. It offers something for everybody. I think that Leonardo Dicaprio should have at least been nominated for the Oscar for best actor. The film was well acted and well scripted. The visual effects are unmatched. There simply is no better movie!</div>",Positive
551,"<div class=""text show-more__control"">James Cameron's ""Titanic"", is quite simply one of the greatest films ever made. The intricate love story, set on board one of the 20th century's worst disasters, was superb. The score, the visuals, the special effects, the acting, etc.....all combined to make this film the phenomenal achievement that it is. This film pulls you back in time to 1912, on board the famous ship with its doomed passengers. You come to feel close to Jack and Rose, all the while aware that certain doom is just ahead of them. The film is sobering and fittingly emotional, as too many lost their lives. Husbands and wives torn apart forever, as were large and small families, and of course...Jack and Rose. At least until the end, when Rose finally passes away and returns to Jack...on board Titanic. ""Titanic"" is absolutely spellbinding, engrossing, and an incredible film experience. A definite 10.</div>",Positive
552,"<div class=""text show-more__control"">It was a great movie, a heart felt perspective on a heart felt tragedy. The movie was awesome.  Very few historically accurate movies can be this good, it's worth all 600 million it has brought in at the box office.</div>",Positive
553,"<div class=""text show-more__control"">I think the best deserved award for this movie was the Best Soundtrack Oscar. Imagine Titanic without its marvellous music. Both action and emotional scenes in the movie, but especially emotional, wouldn't be the same if we watched it without the music James Horner created. I think both music and images are 50% important in the final result. But some movies have their main weight in their music.</div>",Positive
554,"<div class=""text show-more__control"">I was impressed very much by this movie, not for its pictures or its director's talents, but I liked it just for the sake of the extraordinary romance happening between well chosen Leonardo Di Caprio and Kate Winslet. Of course the glorious romantic song ""My Heart Will Go On"" sang by Celine Dion was one of the effective factors that made the movie a heart-breaking modern piece of romance.</div>",Positive
555,"<div class=""text show-more__control"">what more could a film viewer want comedy, romance , tragedy, a baddy etc etc - excellent film from all angles. 1997 but a film definitely to watch over and over again the music score added to a superb film</div>",Positive
556,"<div class=""text show-more__control"">I liked the movie very much, because Rose and Jack were played very good. The director made very good use of the existing theories about the Titanic, like how it sunk, how everything was, etc... On the end the movie was very exciting, but some parts before were funny and also impressive. This was a movie that made great impact to me compared to other movies. So over all: A great movie, I would recommend it to everyone</div>",Positive
557,"<div class=""text show-more__control"">Now, I've seen a LOT of films in my time.  I've loved a lot of films in my time.  But ""Titanic"" simply tops them all. Sure, some of the criticisms this film has been given are not terribly off-the-mark, but I don't see them.  I have watched this film over and over again, and never tire of it. This film is terribly rich in detail.  While DiCaprio and Winslet are brilliant in the leads, it's really the supporting cast that shines.  I was especially impressed with Gloria Stuart (who I still think should have won the Oscar in 97).  Also absolutely brilliant is Victor Garber as Mr. Andrews.  His part is small but absolutely heart-breaking, and definitely my favourite element in the film. Of course, the cinematography, editing, score, etc. are all as brilliant as you'd expect from an ""epic"" and more.  But it's the underlying messages in this film that truly ""makes it count.""  It makes me happy that such an intelligent film is also the top-grossing film of all time. Definitely worth seeing again... and again!  10 out of 10.</div>",Positive
558,"<div class=""text show-more__control"">This movie is excellent.`Titanic` is a poetic impulse. The direction inspires respect and hope. Cameron is very talented (see `The Abyss`) Rose`s and Jack`s personalities inspire me. Kate is an amazing actress, her acting in every movie is a exceptional phenomenon with emotional result.  SIMPLY THE BEST.</div>",Positive
559,"<div class=""text show-more__control"">I have seen this movie many times and it gets better and better each time. James Cameron did a great work, because he combined the great special effects of the Titanic downfall with the love story between Jake (Leo DiCaprio) and Rose (Kate Winslet).</div>",Positive
560,"<div class=""text show-more__control"">James Cameron's Oscar winning Titanic was a great film that could be even better if given some better dialogue and some more mature acting.  Leo DiCaprio and Kate Winslet do well in their roles, but a lot of the dialogue from Cameron is weak at best.  Winslet succeeds in her role much better than DiCaprio, although both have their good moments and their weak spots.  The supporting cast helps to bring the real life people of the Titanic to life, most notably by Kathy Bates.  What Cameron lacks in dialogue writing, he more than makes up for in the accuracy of the re-created ship and it's icy plunge into the frigid North Atlantic.  The film is worth viewing for the scenes of the ship's sinking alone.  James Horner's musical score is also terrific.  Cameron and crew have succeeded in making a grand epic as in days of old.  Get past the cheesy lines of the 2 stars and you will be in for one great ride.</div>",Positive
561,"<div class=""text show-more__control"">excellent work by cameron he always does it the right way. The movie has all the ingredients that an all out film should have. there is something there for most of us to see it is a great experience and i hope to se more of its caliber from cameron in the future.</div>",Positive
562,"<div class=""text show-more__control"">WOW.  This movie deserves every single one of it's Oscar awards.  The acting, directing, modeling of the ship, ect.  Excellent.  If you haven't seen this movie ( I had long ago, but didn't have the time to post a comment) Shame on you.  This has got to be one of the movies people will watch in the next generations.</div>",Positive
563,"<div class=""text show-more__control"">This happens every time: When a person, a company, a product, whatever you like, is extremely successful, people start to criticize it very hard. This is called ""envy"". Titanic is one of the best movies ever made. Period. James Cameron's dive to the real titanic to get a mere 12 minutes of footage deserves alone 11 Academy Awards. Please people, wake up. This picture is a truly masterpiece. Take off your hats! You are in front of the 1.9 billion wonder that Titanic is.</div>",Positive
564,"<div class=""text show-more__control"">Titanic is my all time favorite film and the very best film of the last ten years. Leonardo DiCaprio is magnificent as Jack. The direction, art direction and cinematography are all top notch. Titanic is easily the best film of the last ten years worthy of it's 11 Oscars and rank as all time box office champ. No film of the last ten years comes anywhere near Titanic.</div>",Positive
565,"<div class=""text show-more__control"">Rose certainly got it right at the end of the movie when she says to Cal, ""You unimaginable bastard "". I don't think I've ever liked Billy Zane after this movie. His character is evil, conniving, ruthless and just plain clueless. I think one of the most exciting parts of this movie is when Rose is looking for Jack after he is taken to the room and handcuffed to the pipe in the Criminals' Passage. I love it when she pushes the guy into the elevator and forces him to go down to E Deck. The entire scene after Rose finds Jack is amazing as well, all of the water and special effects are incredible... Makes you think what you would do in that situation. Rose knows that there is a good chance she may never find Jack and die in the process, but shes determined anyway. So emotional !! I think this movie is outstanding and will go down in history as one of the greatest movies of all time, just as Titanic has gone down in history as one of the greatest mysteries and tragedies of all time.</div>",Positive
566,"<div class=""text show-more__control"">I love Titanic. It is a really good movie. I think that Jack Dawson is really cute. The actor who played Jack Dawson did a very good job. He is a very good actor. They picked the right person to play Jack Dawson. No one else could have done a better job that the person who played Jack Dawson. Kate Winslet did a good job on the movie. The way she played her part was great. The way Leonardo did a great job on the movie. The way he played his part was great. Titanic will always be a great movie in my heart. Titanic is one of the best movies I have ever seen. It will always be a special movie in my heart. The cast did a great job on Titanic. Titanic should have won more awards. The awards it won were very good awards. The movie Titanic really does shine.</div>",Positive
567,"<div class=""text show-more__control"">I don't know why people are kinda afraid to admit they like Titanic. I love this movie and I say it! My friends came home to watch it with me. It was the first time they saw it and they laughed at me until the movie began. In the end they were all crying! After that we made a group for Titanic lovers... Some people thought we were strange, but they all admitted they had seen Titanic and liked it. When I saw this wonderful film was only rated 7, I was disappointed. By reading the comments I realised people discriminate Titanic because it's a classic tragic love story.Don't be afraid to like Titanic. That's what makes us different!</div>",Positive
568,"<div class=""text show-more__control"">Titanic is seriously my favorite movie. It has all the elements of a great movie: romance, tragedy, lost love, disaster... its great! The characters are wonderful, and the script is beautiful. The new special edition DVD has a ton of extras, including some never-before-seen deleted scenes. In my opinion, its a good thing those scenes were left on the cutting room floor, though. As far as scenery, you couldn't ask for a more beautiful film visually. Even though most of it is digital, it really has the feel of being on the Titanic with Rose and Jack. The costumes alone are enough to take your breath away. The love between Jack and Rose is unparalleled, and I couldn't ask for a better film to have a good cry to. This film deserved the best picture Oscar in 1998, I love this movie, and I hope you do too.</div>",Positive
569,"<div class=""text show-more__control"">Well I don't really have time to write much so I'd just like to say that in my opinion Titanic is one of the best movies ever made. It's my favorite and takes my breath away every time. I've seen it about 50 times lol I always cry too Also, I wish people would stop saying it's a bad movie just for the sake of being different - It's a beautiful love story and great film so get over it. I have to write 10 lines??!!! Well, it's a great movie And if you don't like it then you have no soul LOL OK...well I think the acting is great too and it's nice to see an actress like Kate Winslet who isn't anorexic i wish they had made it longer lol i love it!</div>",Positive
570,"<div class=""text show-more__control"">I just love this movie Kate Winselt and Leonardo Dicaprio are really good actors. I hope I will be able to see them in a film together sometime down the road. It is just my absolute favorite movie ever! There may have been many mistakes but it still pulled together very nicely. I could not think of any better actors to have played in this film. The ending was sad but excellent at the same time. I definitely give this movie a ten. It must have took a lot of money and time but they were very successful. I am still torn by the fact that it happened in real life; I am sure it was ten times more devastating then. I recommend everybody to see this film. Thank you for reading.</div>",Positive
571,"<div class=""text show-more__control"">James Cameron takes the story of the Titanic disaster and transforms it into a wonderful, breathtaking movie.<br/><br/>The movie revolves around two lovers, Jack and Rose who come from very different worlds. We watch as conflict unfolds with Rose's family and her decisions about Jack. Then the iceberg hits. The movie then turns from a romance to a action/survival story. We are thrown into the devastating sinking of Titanic. Even though we know how the movie ends (the ship sinks) we are still able to become caught up in the movie. Although their are a few questionable parts, the overall movie is amazing</div>",Positive
572,"<div class=""text show-more__control"">Titanic was one of the greatest movies I've ever watched. I have always been fascinated with the story of the once, ""greatest ship of its time"". DiCaprio and Winslet were amazing. The movie came together beautifully. The special effects were mystifying, and put you almost on the Titanic. This movies touched my heart as I watched what those people went through, it was heart breaking. This truly was a great accomplishment of James Cameron and all the cast and crew. I think that this movie has showed people more of what happened that night in 1912. I would most definitely recommend you rent or buy this movie. It was simply perfect.</div>",Positive
573,"<div class=""text show-more__control"">its now 1 a.m.and before going to sleep .i need to salute this movie as its unfair not say a single word for this movie before going to sleep,i re watched it after a long time and after went to my bed, ,i looked intently at the roof for about half and hour and could not believe that those people on ship were gone through all this.and all the unimaginable LOVE fr kate and jack even though this was a fiction movie and some of the facts might be different ,but this movie produced by a human,James is extra xtra ordinary,i give damn to all faults in the movie pointed by ur any of the viewer .in spite of all those faults,which were noticed and calculated by the viewers after their sheer hard work,to say something against this movie as its part of their nature to be critic ALWAYS an ordinary viewer won,t mind them come on,the movie is fr us to enjoy,to feel the pain,and to understand all the agonies ,no one is perfect,</div>",Positive
574,"<div class=""text show-more__control"">Titanic WAS known as the ship of dreams, but NOW is known as the movie of dreams. It is every director's dream to make a movie such as Titanic. It has become a grading scale for movies of today. At first I had no interest in seeing Titanic, but after all my friends saw it and wouldn't shut up about it I decided to see what all the fuss was about. Boy was I blown away. I have never seen a movie like it before. This is one of the few movies I have actually bought. I was completely satisfied in every way a movie goer should be satisfied. The Detail in the movie was unbelievable from the costumes, props, and set design. The music fit the movie perfectly, not one cue was out of place. All the acting was good especially from Kate Winslet and Gloria Stewart. If I had to state a negative about the movie the only thing I could possibly think of would TIME. This movie is LONG!!! But it is good, and I think it is well worth taking 3 hours out of your life to take a fascinating journey back to the heart of Titanic.</div>",Positive
575,"<div class=""text show-more__control"">ha! this movie was fantastic....i don't understand how people could not like it i mean...its pure brilliance.....it deserves 10 hands down...i will admit i cried....like a baby....and so did my girlfriend....but it was great i really felt like i knew the characters and thats not common in movies of today....I've seen it i don't know how many times and the end still gets me...also the music...like it or not....was perfect.....beautiful.....its a great love story...had me intwined.....every time i watch it it has the same effect i cant keep my eyes off the screen...and if u have never seen it i suggest you do...this movie is great</div>",Positive
576,"<div class=""text show-more__control"">This is the best movie I have ever seen!!!! I absolutely love it. I search my cable channels every day just to see if it's on, and I watch it every time. Lost track of how many times I've seen it, but it's enough to have memorized the entire 3 hours and 14 minutes (seriously!!). This is definitely a must see, over and over again. It never gets boring. Granted, 3 hours and 14 minutes seems long, but it goes by so quickly. The movie is over so quickly. I really want them to re-release it next December in the movie theater for the 10 year anniversary. If you haven't seen it, definitely head to out and buy it immediately. Any DVD collection is not complete without it (or a few copies like me in case one of them breaks or wears out from too much usage!!!).</div>",Positive
577,"<div class=""text show-more__control"">This film is an excellent film and a very good costume drama i absolutely loved this film from beginning to end Kate and leo i think are fantastic actor and played the part very well unfortunately with tragic consequences it made me cry at the end and made people think about the class differences and those poor people who died on that ship. Titanic a wonderful movie tearful and heart stopping. One of the best scenes is when jack and rose go dancing to Irish music and rose gets tipsy when she balance's on her toes i thought that must of hert her feet. this film get 10 out of 10 from me a must see movie i would recommend it to anyone.</div>",Positive
578,"<div class=""text show-more__control"">the acting was just the right depth for its time of which it was set in. i feel that Leonardo DeCaprio portrayed his character Jack very well and emotionally, isn't it a shame he didn't get an Oscar nomination. i would like Kate Winslet to never play her character Rose again due to her perfected version now. i doubt sincerely that a lot of people love this film due to its other meanings which in my view are out side the box of many critics of the film. think about it. i do feel the direction was OK and the cinematography was up to standard. i was freaked at my immediate 10/10 because i so reluctantly give films this. also i would like to add it didn't make me cry it just made me feel very attached with the characters.</div>",Positive
579,"<div class=""text show-more__control"">It's amazing. This movie is just incredible. <br/><br/>Leonardo DiCaprio and Kate Winslet are absolutely awesome. I can't see any one else playing these two roles in this movie as well as they did. <br/><br/>I don't think that i have ever seen any better special effects in any movie that i've seen before. Even the music ""brought the moment"" of the time in the movie.I'm not even closed to surprised that this movie won eleven Oscars.<br/><br/>Yes, this movie is probably one of the saddest movies that i have ever seen in my life. But you must see this movie if haven't yet (which i am surprised if you haven't). You will definitely not regret it.</div>",Positive
580,"<div class=""text show-more__control"">Titanic is a great love story set in the hands of a historical background, with a phenomenal plot, Titanic is one of the greatest stories ever. Where survivor Rose, is narrating the story she experienced herself, back to her seventeen engaged self to the heir of steel tycoon Nathan Hockley, his son Caledon. Rose feels trapped, but on her stay on Titanic finds Jack Dawson by fate, who she shares a personal and special connection with. The dreams he is already living she aspires, and there fore an amazing chemistry is formed between the two. Until an iceberg hits, and their love for each other is tested, by powerful means. Its a race for survival, and the passengers are doomed. With an amazing cast, this tale comes to life on the big screen, and will always be remembered.</div>",Positive
581,"<div class=""text show-more__control"">Well, I have to say that I was only 5yrs old when this movie came out and I saw it in theaters when it did. I fell in love with it that same day. I wasn't sure I understood the entire story, but something at the age of 5 sparked my imagination and it was just wonderful. I think this movie has a great mix of such wonderful actors and a great director. Everything about this movie was wonderful. I have to say this will always be my favorite movie. And it was because of Kate Winslet that sparked my imagination and I've wanted to be an actress. So i owe her a great deal of thanks even though I have never met her, but would Love to meet her. This movie was certainly one for the ages. And I think they showed a lot of emotion and it just left me in awe. I hope you all feel the same way.</div>",Positive
582,"<div class=""text show-more__control"">Titanic is a brilliant movie. Trust me, I own the DVD on Special Edition. The scenes are all gut-wrenching, and I always cry on several occasions each time I see it. I think that one of the brilliant things about it is that many of the lines weren't in the script, butt were developed by DiCaprio and Winslet, such as when Leo says, ""Lie on that bed, uh, I mean couch."" It was an honest mistake, but James Cameron liked it so much that he kept it. Really, it's one of my favorite lines in the movie because he loves her so much. Hint, hint. I really feel that this movie deserves every award on the face of the earth, and I would recommend it to anyone.</div>",Positive
583,"<div class=""text show-more__control"">I loved the movie when I saw it. Mainly I like the movie because of Leonardo DiCaprio, he's such a great actor. I've seen all of his movies including The Departed which I just saw today in theaters. Titanic is probably the only really romantic movie that I am willing to watch again and again, alone or with someone else. When they say that the Titanic kiss was the most famous, they weren't kidding. Man I'd LOVE to have someone kiss ME like that on the bow of a famous ship the day the ship was supposed to sink. That personally is just really romantic that even though they are both doomed (one to death, and one to lose the love of her life) they still share that passionate moment for a few seconds on the ship, very romantic...:)</div>",Positive
584,"<div class=""text show-more__control"">I first saw this movie while living out in Cyprus, and I loved it. Everything about it was fantastic, I didn't want it to end. The cast was great, I thought Kathy Bates was perfect as Molly Brown, but Leonardo Dicaprio and Kate Winslet were terrific as Jack Dawson and Rose Dewitt Bukater, they had me on the edge of my seat, I was almost crying by the end of it, and I sure i'm not the only one, thanks to Leonardo's magnificent performance. The grand staircase was my favourite part of the ship, it was beautiful, every tiny detail just took my breath away. I have watched this film so many times now, but I still can't get enough of it. From the incredible sets, to the amazing costumes, this film is truly magical,</div>",Positive
585,"<div class=""text show-more__control"">The Titanic was and he will always be one of the best films of always. Carried through of one it forms sufficiently professional, and with an actress who in mine opinion is simply excellent: Kate Winslet! I have immense penalty that still it has much people that do not give the due value to this film. I think that all its particularities are simply excellent, wants graphical, wants of performance of the actors. James Cameron disclosed great qualities while accomplishing (and already in he has accustomed them to such), and to rebate, James Horner, with a sonorous band the height of this great film. Optimum of always! Congratulations everybody.</div>",Positive
586,"<div class=""text show-more__control"">Titanic is the most amazing movie I have ever seen. Yes, it's my favorite movie. Why, you may ask? Titanic has something for everyone: romance, action, drama, and even a little bit of comedy. Kate Winslet and Leonardo DiCaprio are expertly cast as two lovers who meet on the doomed ship, the Titanic. Heartbreakingly beautiful, this movie will touch your life. I remember the first time I saw Titanic. The only thing I could think of was, ""Wow. How can they ever make a better movie?"" I recommend this movie to everyone, because there is no possible way you can not find something you can love in what is one of the best movies of all time...Titanic.</div>",Positive
587,"<div class=""text show-more__control"">Although Im a girl, I did not watch this film to see Leonardo Dicaprio, It was actually because of watching th film for the first time that I fell in love with him.The acting and effects are amazing with a gripping storyline to go with them. This has definitely got to be my all time favourite but I don't want to start an argument with anyone who thinks it was crap. I personally loved it and If you haven't seen it yet, you definitely should. You may not enjoy it, in which case you would have just wasted three hours of your life but if you do enjoy it...thats three hours definitely worth wasting on the film again. Warning...it may cause tears!</div>",Positive
588,"<div class=""text show-more__control"">Well not much to say just amazing movie by James Cameron mixing drama and romance i highly recommend for everyone to watch this amazing movie Just one of the best drama ever made A perfect creation by James Cameron A perfect acting By the actors. Unique movie. fascinating and exciting movie Some very sad scenes take us to the very end none of the less just amazing movie A wise man once said :""one picture worth a thousand words"". one of those popcorn-Coca cola movies . if this movie is ""over hyped"" we have only to blame public this movie is just amazing,therefore i think he should get 9 rate a unique movie. However This movie is very long and not all peoples have time to watch 3 hours for a movie it's just too long. Some very sad scenes tears dropping and death much dead people died in the titanic 1500 dead people only 6 manage to escape out from the drowning of the titanic</div>",Positive
589,"<div class=""text show-more__control"">I don't know why people complain about the affects they are wonderful and me I am a Titanic fan a big one not for the movie but for the ship I have done a lout of research before I saw this movie and when I saw the movie I was amazed of how well it followed the history I wish he showed what happened on the Carpathia though because that was a battle as well as the night it sank but it was already a long movie so I cant blame him and if anyone thinks Jack and Rose were really passengers on Titanic they are wrong but that is OK I had that same question when I watched it but they did great what happened that night and it makes me fell apart of Titanic when I leave if anyone is interested in the the Titanic they can see Ghoust of the Abyss James Cameron directed it and he is in it the movie is about him and his crew diving down to the ship and some of the history you will also notice some of the actors in the movie Titanic in that documentary but it is entertaining and funny in some parts</div>",Positive
590,"<div class=""text show-more__control"">If there's any movie that will make you fall in love, this would be it. The setting is beautiful and the performances from the cast compliment the film nicely, particularly the leading roles portrayed by Leonardo DiCaprio and the deservedly Oscar-winning Kate Winslet. The romance shown is one that will have you in tears and will make you fall in love yourself. You do engage with all the characters nicely, particularly couples watching who are in love themselves, the story really draws you in, and also the ending is almost guaranteed to have you reaching for the tissues as you dry your tears. There is no wonder that this is considered possibly the most romantic movie ever shown on screen and the ultimate tear-jerker!</div>",Positive
591,"<div class=""text show-more__control"">A true moving epic that quite literally moves you off your feet as you are swept into a class driven land of its own. Cameron will never better this film as it is the best he's ever made in my opinion. The acting is top notch, the script is even better and his use of colour, fades, and cuts make the movie a true work of art. The storyline cannot be questioned throughout as it is 100% true which is the true beauty of this utter work of art...I must have seen this film over 10 times and every time i watch it the music is outstanding and use to superb effect throughout the film. This tear dropping epic should be seen by all and admired by all of us. Cameron Avatar was amazing but this is better...</div>",Positive
592,"<div class=""text show-more__control"">Let me start by saying that I watched Cameron's Titanic several times and each time with the same interest and feelings. I am a male, but this movie brings tears to my eyes every single time. Obviously not everybody is affected by it it as much as I was, perhaps expecting to see a documentary rather then romance and a sad story (wonderfully acted and filmed by the way). One should realize that this is far from a clinical examination of how the most famous ocean liner actually sank, but is really a story about love and devotion which just happens (whether real or not) to take place on a sinking ship. I do not believe Cameron intended to give an accurate account of an historical event here, and I am surprised how some critics fail to realize this.<br/><br/>So if you're looking for a historical documentary, you won't find it here, but if you like a very well made romantic movie, some wonderful acting from Winslet and DiCaprio, and a drama created by a sinking ship you've come to the right place.</div>",Positive
593,"<div class=""text show-more__control"">One of the latest inquiries about this film's re-release was how it is in 3D. Pretty damn dazzling I would say. The details are more enriched, dark scenes are surprisingly crisp &amp; clear and the entire experience is unforgettable. Re-mastered right from the ground up, In 3D, Titanic is a much more intimate experience. The visual effects are still better than most CGI films that comes out these days. Featuring epic depiction of disaster that very few movies can match, exceptional music by James Horner that today is easily one of the most recognizable scores, and last but not the least, James Cameron, who has always pushed the boundaries of technology in film-making to new levels, for crafting it with such care and dedication that it made the whole world fall in love with it, again. So take the journey, fall in love and experience Titanic, like never before.</div>",Positive
594,"<div class=""text show-more__control"">This movie is so well done. The quality is amazing and both actors did a super great job. What I like most about the movie is that the Rose and Jack were friends and lovers at the same time. The love theme in the movie is great and there are a lot of heart-touching moments that you have to see. This movie will make you capable of falling in love again and again! Nice romantic vibes. And Leo Dicaprio is gorgeous and Kate is beautiful as well. If you are so into romance, I am sure this will be one of the best romantic movies you'll ever see. Get ready for your heart to beat! Get ready to get goosebumps. Get ready for super chilly feelings. You're about to watch the great movie, Titanic. Enjooooy!</div>",Positive
595,"<div class=""text show-more__control"">Titanic is a film that caught my emotions the very first time I saw it. It is one of the most successful movies ever made, as well as one of the most beloved. The plot describes how two young people, Rose and Jack, meet each other abroad the Atlantic ocean and fall in love. The way that this movie portrays the tragedy is so beautiful and eye catching. It is filmed with such color that the audience is just drawn to it right away. The acting is another strong point of the film. It gives the audience almost an out-of-body experience as it takes you through the plot. It is as if we are living the events on the screen: in a sense they are happening to us. The title ""Titanic"" automatically gives off a tragic tone. Everybody knows what happened on the ship. However, the many different shifts in tone make this film that much more enjoyable. It connects to the audience's emotions in such a way that they see all the different perspectives of the movie.</div>",Positive
596,"<div class=""text show-more__control"">The scene were the violonists couldn't stop playing made me cry</div>",Positive
597,"<div class=""text show-more__control"">I heard about this movie from my friends from a long time And today i watched it and now i can say that everyone should watch it in their lifetime once This movie does not bore you for a second and entertains you every second</div>",Positive
598,"<div class=""text show-more__control"">Well, I'm a Star Wars fan so naturally I'm going to hate Titanic. Yep, I gave it a 1 out of 10. All I have to say is rerelease Titanic in theaters for it's 20th anniversary and we'll see if can make $130+ million dollars in that run alone, like the Star Wars Special Edition did. That will/will not have a lot to say about the long-term value of this ""epic"".</div>",Positive
599,"<div class=""text show-more__control"">James Cameron's ""Titanic"" is a masterpiece. This is a brilliant film from start to finish. It's exciting, romantic, and never boring. I'm usually not a fan of movies that run over 3 hours long, but this is arguably my favorite 3 hour plus movie because it goes by fast. A year before this movie came out, CBS aired their two-part movie based on the 1912 sinking of the ship that was dubbed ""unsinkable"". It was O.K., but the 1997 theatrical film made the TV version look real flat by comparison. I've always had a fascination with the Titanic disaster, and this movie presents its depiction of the doomed ship in a frightening way. When I saw this movie the first time, at times I felt like I was on the Titanic. It's that good. Splendid acting, remarkable special effects, and masterful storytelling, this is a movie that I'll never forget.<br/><br/>**** (out of four)</div>",Positive
600,"<div class=""text show-more__control"">Titanic is easily the best movie ever made....surpassing all the great films of yesteryear.. Director James Cameron proves in this film just why theres only ONE James Cameron. This film is so good that I hesitate to call it a movie....Its an experience.....a VERY emotional experience...Anyone who wasnt emotionally moved by this movie must really be emotionless. Hearing Celine Dion humming the song towards the end of the movie just added to the emotion. To describe the people who hate this movie I can say this...You could give these people a brand new BMW M3 and they will find faults with it...That is what happens with a film as brilliant as this...Kate Winslet and Leonard DeCaprio are in TOP form and deliver a performace straight from heaven. I dont know how they did it but,wow this film is just something else. Thank you James Cameron for making this film and thank you to all the people who LOVE this movie....Trust me...There are lots of major fans out there of this film.</div>",Positive
601,"<div class=""text show-more__control"">This movie make you cry,make you happy,make you proud and wake your mind up to admit this the best movie ever seen in your life.Cameron make an unforgettable movie in his career,better than Aliens and True Lies.DiCaprio and Winslet play their exciting acting and very good chemistry.No one would deny it. The special effects are great,cinematography is beautiful,art direction is outstanding,score is wow. No woman doesn't cry after see the ending. This movie was very recommended.11 Oscars and over 1,8 million dollars global gross is guarantee.Feel the movie sensation and never think you're a moviegoers if you don't say this movie was great,believe me . 10/10</div>",Positive
602,"<div class=""text show-more__control"">Titanic is one of those films that you love to hate. But honestly there is no reason for hating this movie. Yes the movie is long, yes is commercial, yes is an ""oscar movie"" and so what?? Is a movie done with a lot of spirit, with energy, a magnificent movie, Leonardo DiCaprio and Kate Winslet were amazing and look where they are now, they are two of the best performers of our generation and all the supporting members of the cast (Kathy Bates, Frances Fisher, Billy Zane... ) are respected actors that have given the world great performances. James Cameron had the vision and knew exactly who was right for the roles and in that same way he did the hole movie. The songs, the score, the make up, everything is where it belongs, is a great movie that only future generation are going to appreciate the way it should be. Is one of the most amazing shows that has ever exist in the story of the cinema. The script is good, the direction is wonderful and the hole movie is majestic. 10 / 10</div>",Positive
603,"<div class=""text show-more__control"">Question....<br/><br/>Is this site full of early-teen boys with middle class 'anger' issues who raise their 'hoodies' when they meet up down 'the Rec' and 'high-five' that they've stuck the proverbials up at the establishment they too will quickly join when leaving 'skool'? Come on... Seriously..This film was a MASTERFUL tug of the emotions. It's the equal of the best epic tear-jerker. Perhaps they should constrain people who've not lived and loved to only vote for kiddie films...err...like 'Sin City'?? I rest my - experienced and objective - case !! :/</div>",Positive
604,"<div class=""text show-more__control"">I think Titanic is a great movie, it has a mixture of adventure, suspense and best of all romance! I still cannot believe that it isn't on this websites top 250 movies of all time! I was really surprised! I't is definitely my favourite movie and nothing will ever change that! :) Please if you read this go and vote for Titanic!!! Maybe soon it will be on the list for the top 250 movies!! YAY! I love Titanic so much and I would watch it over and over again if I could! It is a great family movie, and its good if you have been having relationship problems or if you just love watching love stories! I think it is probably the best love story ever made....and its about a true story so it makes it even more interesting! I LOVE THIS MOVIE!!!!!!</div>",Positive
605,"<div class=""text show-more__control"">Though ""Titanic"" didn't deserve to win best picture it is still a very well done movie that will entertain anyone who watches it. The visual effects in this film are astounding and absolutely beleivable. Alot of people say this film is overrated but I dissagree. Like I said not the best film ever but entertaining anyways. James Cameron is a masterful director and I hope he announces his next movie soon. ""Terminator 2"" still ranks as his best film though.</div>",Positive
606,"<div class=""text show-more__control"">I think that the fact that this movie has received so much bad talk only strengths my belief that it is an emotionally solid film with an excellent plot, sweeping love story, heart-breaking tragedy, great dialogue, and a hang on ending.  It is wonderful and romantic and fantastically played out. I AM OBSESSED WITH THE MOVIE TITANIC, I CAN RECITE ANY LINE, AND GOD DARN IT I'M PROUD OF IT!</div>",Positive
607,"<div class=""text show-more__control"">This film is truly a masterpiece. It's well-acted, historically correct, well-designed...and the special effects?! My goodness. You cannot help but cry AT LEAST ONCE.<br/><br/>1,500 innocent people died, why can't you appreciate that? I wish everyone would stop bashing this movie and open their hearts to this golden film.</div>",Positive
